date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_persons_vaccinated,population,population_male,population_female,new_hospitalized_patients,cumulative_hospitalized_patients,new_confirmed_male,cumulative_confirmed_male,new_deceased_male,cumulative_deceased_male,new_hospitalized_patients_male,cumulative_hospitalized_patients_male
3/12/2021,3,0,12454,213,4769801,7496988,3439666,4057322,3,12200,1,5991,0,126,1,5832
4/12/2021,4,0,12458,213,4776232,7496988,3439666,4057322,4,12204,2,5993,0,126,2,5834
5/12/2021,9,0,12467,213,4780171,7496988,3439666,4057322,9,12213,9,6002,0,126,9,5843
6/12/2021,5,0,12472,213,4784986,7496988,3439666,4057322,5,12218,3,6005,0,126,3,5846
7/12/2021,5,0,12477,213,4789625,7496988,3439666,4057322,5,12223,3,6008,0,126,3,5849
8/12/2021,,,,,4791729,7496988,3439666,4057322,,,,,,,,
9/12/2021,7,0,12484,213,4796408,7496988,3439666,4057322,7,12230,4,6012,0,126,4,5853
10/12/2021,4,0,12488,213,4801594,7496988,3439666,4057322,4,12234,2,6014,0,126,2,5855
11/12/2021,1,0,12489,213,4806784,7496988,3439666,4057322,1,12235,0,6014,0,126,0,5855
12/12/2021,5,0,12494,213,4809797,7496988,3439666,4057322,5,12240,2,6016,0,126,2,5857
13/12/2021,2,0,12496,213,4813647,7496988,3439666,4057322,2,12242,2,6018,0,126,2,5859
14/12/2021,5,0,12501,213,4817228,7496988,3439666,4057322,5,12247,2,6020,0,126,2,5861
15/12/2021,1,0,12502,213,4818990,7496988,3439666,4057322,1,12248,1,6021,0,126,1,5862
16/12/2021,10,0,12512,213,4823269,7496988,3439666,4057322,10,12258,6,6027,0,126,6,5868
17/12/2021,7,0,12519,213,4827583,7496988,3439666,4057322,7,12265,5,6032,0,126,5,5873
18/12/2021,5,0,12524,213,4831769,7496988,3439666,4057322,5,12270,2,6034,0,126,2,5875
19/12/2021,8,0,12532,213,4834315,7496988,3439666,4057322,8,12278,5,6039,0,126,5,5880
20/12/2021,7,0,12539,213,4837474,7496988,3439666,4057322,7,12285,5,6044,0,126,5,5885
21/12/2021,8,0,12547,213,4840373,7496988,3439666,4057322,8,12293,7,6051,0,126,7,5892
22/12/2021,7,0,12554,213,4842206,7496988,3439666,4057322,7,12300,3,6054,0,126,3,5895
23/12/2021,2,0,12556,213,4847175,7496988,3439666,4057322,2,12302,1,6055,0,126,1,5896
24/12/2021,5,0,12561,213,4851206,7496988,3439666,4057322,5,12307,2,6057,0,126,2,5898
25/12/2021,25,0,12586,213,4854089,7496988,3439666,4057322,25,12332,14,6071,0,126,14,5912
26/12/2021,9,0,12595,213,4856450,7496988,3439666,4057322,9,12341,3,6074,0,126,3,5915
27/12/2021,9,0,12604,213,4858524,7496988,3439666,4057322,9,12350,5,6079,0,126,5,5920
28/12/2021,6,0,12610,213,4863065,7496988,3439666,4057322,6,12356,6,6085,0,126,6,5926
29/12/2021,14,0,12624,213,4865435,7496988,3439666,4057322,14,12370,9,6094,0,126,9,5935
30/12/2021,12,0,12636,213,4871056,7496988,3439666,4057322,12,12382,9,6103,0,126,9,5944
31/12/2021,19,0,12655,213,4876285,7496988,3439666,4057322,19,12401,10,6113,0,126,10,5954
1/1/2022,17,0,12672,213,4883423,7496988,3439666,4057322,17,12418,4,6117,0,126,4,5958
2/1/2022,26,0,12698,213,4890991,7496988,3439666,4057322,26,12444,7,6124,0,126,7,5965
3/1/2022,29,0,12727,213,4908918,7496988,3439666,4057322,29,12473,6,6130,0,126,6,5971
4/1/2022,39,0,12766,213,4927105,7496988,3439666,4057322,39,12512,16,6146,0,126,16,5987
5/1/2022,38,0,12804,213,4945363,7496988,3439666,4057322,38,12550,13,6159,0,126,13,6000
6/1/2022,33,0,12837,213,4963594,7496988,3439666,4057322,33,12583,13,6172,0,126,13,6013
7/1/2022,33,0,12870,213,4984448,7496988,3439666,4057322,33,12616,9,6181,0,126,9,6022
8/1/2022,37,0,12907,213,5000948,7496988,3439666,4057322,37,12653,18,6199,0,126,18,6040
9/1/2022,33,0,12940,213,5011912,7496988,3439666,4057322,33,12686,17,6216,0,126,17,6057
10/1/2022,24,0,12964,213,5031654,7496988,3439666,4057322,24,12710,8,6224,0,126,8,6065
11/1/2022,21,0,12985,213,5050782,7496988,3439666,4057322,21,12731,9,6233,0,126,9,6074
12/1/2022,22,0,13007,213,5068882,7496988,3439666,4057322,22,12753,13,6246,0,126,13,6087
13/1/2022,15,0,13022,213,5086755,7496988,3439666,4057322,14,12767,6,6252,0,126,6,6093
14/1/2022,9,0,13031,213,5106875,7496988,3439666,4057322,9,12776,4,6256,0,126,4,6097
15/1/2022,5,0,13036,213,5122917,7496988,3439666,4057322,5,12781,1,6257,0,126,1,6098
16/1/2022,11,0,13047,213,5133000,7496988,3439666,4057322,11,12792,5,6262,0,126,5,6103
17/1/2022,7,0,13054,213,5150116,7496988,3439666,4057322,7,12799,4,6266,0,126,4,6107
18/1/2022,18,0,13072,213,5165844,7496988,3439666,4057322,18,12817,10,6276,0,126,10,6117
19/1/2022,16,0,13088,213,5181392,7496988,3439666,4057322,15,12832,11,6287,0,126,10,6127
20/1/2022,14,0,13102,213,5197012,7496988,3439666,4057322,14,12846,10,6297,0,126,10,6137
21/1/2022,24,0,13126,213,5218266,7496988,3439666,4057322,24,12870,11,6308,0,126,11,6148
22/1/2022,26,0,13152,213,5234978,7496988,3439666,4057322,25,12895,14,6322,0,126,14,6162
23/1/2022,140,0,13292,213,5245791,7496988,3439666,4057322,124,13019,64,6386,0,126,59,6221
24/1/2022,110,0,13402,213,5264906,7496988,3439666,4057322,96,13115,57,6443,0,126,50,6271
25/1/2022,125,0,13527,213,5283303,7496988,3439666,4057322,117,13232,77,6520,0,126,70,6341
26/1/2022,107,0,13634,213,5300165,7496988,3439666,4057322,89,13321,53,6573,0,126,44,6385
27/1/2022,164,0,13798,213,5315273,7496988,3439666,4057322,138,13459,74,6647,0,126,57,6442
28/1/2022,116,0,13914,213,5332880,7496988,3439666,4057322,87,13546,59,6706,0,126,44,6486
29/1/2022,121,0,14035,213,5347051,7496988,3439666,4057322,84,13630,59,6765,0,126,40,6526
30/1/2022,81,0,14116,213,5356628,7496988,3439666,4057322,57,13687,40,6805,0,126,24,6550
31/1/2022,94,0,14210,213,5360592,7496988,3439666,4057322,46,13733,45,6850,0,126,17,6567
1/2/2022,131,0,14341,213,,7496988,3439666,4057322,67,13800,63,6913,0,126,30,6597
2/2/2022,116,0,14457,213,5360725,7496988,3439666,4057322,40,13840,50,6963,0,126,15,6612
3/2/2022,142,0,14599,213,5369310,7496988,3439666,4057322,45,13885,59,7022,0,126,14,6626
4/2/2022,131,0,14730,213,5384599,7496988,3439666,4057322,42,13927,73,7095,0,126,20,6646
5/2/2022,356,1,15086,214,5398189,7496988,3439666,4057322,84,14011,157,7252,1,127,38,6684
6/2/2022,355,2,15441,216,5408213,7496988,3439666,4057322,43,14054,165,7417,0,127,24,6708
7/2/2022,,,,,5431103,7496988,3439666,4057322,,,,,,,,
8/2/2022,,,,,5457733,7496988,3439666,4057322,,,,,,,,
9/2/2022,,,,,5495074,7496988,3439666,4057322,,,,,,,,
10/2/2022,,,,,5533190,7496988,3439666,4057322,,,,,,,,
11/2/2022,,,,,5573115,7496988,3439666,4057322,,,,,,,,
12/2/2022,,,,,5601340,7496988,3439666,4057322,,,,,,,,
13/2/2022,,,,,5617803,7496988,3439666,4057322,,,,,,,,
14/2/2022,,,,,5657134,7496988,3439666,4057322,,,,,,,,
15/2/2022,,,,,5697319,7496988,3439666,4057322,,,,,,,,
16/2/2022,,,,,5739978,7496988,3439666,4057322,,,,,,,,
17/2/2022,,,,,5782299,7496988,3439666,4057322,,,,,,,,
18/2/2022,,,,,5827088,7496988,3439666,4057322,,,,,,,,
19/2/2022,,,,,5859822,7496988,3439666,4057322,,,,,,,,
20/2/2022,,,,,5879652,7496988,3439666,4057322,,,,,,,,
21/2/2022,,,,,5917066,7496988,3439666,4057322,,,,,,,,
22/2/2022,,,,,5958067,7496988,3439666,4057322,,,,,,,,
23/2/2022,,,,,6003517,7496988,3439666,4057322,,,,,,,,
24/2/2022,,,,,6046152,7496988,3439666,4057322,,,,,,,,
25/2/2022,,,,,6083850,7496988,3439666,4057322,,,,,,,,
26/2/2022,,,,,6113077,7496988,3439666,4057322,,,,,,,,
27/2/2022,,,,,6132919,7496988,3439666,4057322,,,,,,,,
28/2/2022,,,,,6164864,7496988,3439666,4057322,,,,,,,,
1/3/2022,,,,,6193088,7496988,3439666,4057322,,,,,,,,
2/3/2022,,,,,6218645,7496988,3439666,4057322,,,,,,,,
3/3/2022,,,,,6242551,7496988,3439666,4057322,,,,,,,,
4/3/2022,,,,,6266578,7496988,3439666,4057322,,,,,,,,
5/3/2022,,,,,6288838,7496988,3439666,4057322,,,,,,,,
6/3/2022,,,,,6305878,7496988,3439666,4057322,,,,,,,,
7/3/2022,,,,,6327149,7496988,3439666,4057322,,,,,,,,
8/3/2022,,,,,6346464,7496988,3439666,4057322,,,,,,,,
9/3/2022,,,,,6362137,7496988,3439666,4057322,,,,,,,,
10/3/2022,,,,,6376777,7496988,3439666,4057322,,,,,,,,
11/3/2022,,,,,6389908,7496988,3439666,4057322,,,,,,,,
12/3/2022,,,,,6401379,7496988,3439666,4057322,,,,,,,,
13/3/2022,,,,,6409745,7496988,3439666,4057322,,,,,,,,
14/3/2022,,,,,6420652,7496988,3439666,4057322,,,,,,,,
15/3/2022,,,,,6430727,7496988,3439666,4057322,,,,,,,,
16/3/2022,,,,,6439068,7496988,3439666,4057322,,,,,,,,
17/3/2022,,,,,6446711,7496988,3439666,4057322,,,,,,,,
18/3/2022,,,,,6454267,7496988,3439666,4057322,,,,,,,,
19/3/2022,,,,,6460285,7496988,3439666,4057322,,,,,,,,
20/3/2022,,,,,6464339,7496988,3439666,4057322,,,,,,,,
21/3/2022,,,,,6470910,7496988,3439666,4057322,,,,,,,,
22/3/2022,,,,,6477814,7496988,3439666,4057322,,,,,,,,
23/3/2022,,,,,6483545,7496988,3439666,4057322,,,,,,,,
24/3/2022,,,,,6488732,7496988,3439666,4057322,,,,,,,,
25/3/2022,,,,,6494517,7496988,3439666,4057322,,,,,,,,
26/3/2022,,,,,6499268,7496988,3439666,4057322,,,,,,,,
27/3/2022,,,,,6502161,7496988,3439666,4057322,,,,,,,,
28/3/2022,,,,,6506605,7496988,3439666,4057322,,,,,,,,
29/3/2022,,,,,6510797,7496988,3439666,4057322,,,,,,,,
30/3/2022,,,,,6514727,7496988,3439666,4057322,,,,,,,,
31/3/2022,,,,,6519012,7496988,3439666,4057322,,,,,,,,
1/4/2022,,,,,6523146,7496988,3439666,4057322,,,,,,,,
2/4/2022,,,,,6526587,7496988,3439666,4057322,,,,,,,,
3/4/2022,,,,,6528816,7496988,3439666,4057322,,,,,,,,
4/4/2022,,,,,6532767,7496988,3439666,4057322,,,,,,,,
5/4/2022,,,,,6534373,7496988,3439666,4057322,,,,,,,,
6/4/2022,,,,,6537857,7496988,3439666,4057322,,,,,,,,
7/4/2022,,,,,6541485,7496988,3439666,4057322,,,,,,,,
8/4/2022,,,,,6545733,7496988,3439666,4057322,,,,,,,,
9/4/2022,,,,,6549301,7496988,3439666,4057322,,,,,,,,
10/4/2022,,,,,6551576,7496988,3439666,4057322,,,,,,,,
11/4/2022,,,,,6556285,7496988,3439666,4057322,,,,,,,,
12/4/2022,,,,,6560964,7496988,3439666,4057322,,,,,,,,
13/4/2022,,,,,6566087,7496988,3439666,4057322,,,,,,,,
14/4/2022,,,,,6572263,7496988,3439666,4057322,,,,,,,,
15/4/2022,,,,,6576377,7496988,3439666,4057322,,,,,,,,
16/4/2022,,,,,6579277,7496988,3439666,4057322,,,,,,,,
17/4/2022,,,,,6581622,7496988,3439666,4057322,,,,,,,,
18/4/2022,,,,,6584157,7496988,3439666,4057322,,,,,,,,
19/4/2022,,,,,6589118,7496988,3439666,4057322,,,,,,,,
20/4/2022,,,,,6593467,7496988,3439666,4057322,,,,,,,,
21/4/2022,,,,,6597746,7496988,3439666,4057322,,,,,,,,
22/4/2022,,,,,6602648,7496988,3439666,4057322,,,,,,,,
23/4/2022,,,,,6606899,7496988,3439666,4057322,,,,,,,,
24/4/2022,,,,,6608963,7496988,3439666,4057322,,,,,,,,
25/4/2022,,,,,6613081,7496988,3439666,4057322,,,,,,,,
26/4/2022,,,,,6617167,7496988,3439666,4057322,,,,,,,,
27/4/2022,,,,,6620930,7496988,3439666,4057322,,,,,,,,
28/4/2022,,,,,6624596,7496988,3439666,4057322,,,,,,,,
29/4/2022,,,,,6629340,7496988,3439666,4057322,,,,,,,,
30/4/2022,,,,,6632948,7496988,3439666,4057322,,,,,,,,
1/5/2022,,,,,6634681,7496988,3439666,4057322,,,,,,,,
2/5/2022,,,,,6636348,7496988,3439666,4057322,,,,,,,,
3/5/2022,,,,,6639509,7496988,3439666,4057322,,,,,,,,
4/5/2022,,,,,6642684,7496988,3439666,4057322,,,,,,,,
5/5/2022,,,,,6645666,7496988,3439666,4057322,,,,,,,,
6/5/2022,,,,,6649341,7496988,3439666,4057322,,,,,,,,
7/5/2022,,,,,6652464,7496988,3439666,4057322,,,,,,,,
8/5/2022,,,,,6653799,7496988,3439666,4057322,,,,,,,,
9/5/2022,,,,,6655220,7496988,3439666,4057322,,,,,,,,
10/5/2022,,,,,6658279,7496988,3439666,4057322,,,,,,,,
11/5/2022,,,,,6660403,7496988,3439666,4057322,,,,,,,,
12/5/2022,,,,,6662011,7496988,3439666,4057322,,,,,,,,
13/5/2022,,,,,6664426,7496988,3439666,4057322,,,,,,,,
14/5/2022,,,,,6667452,7496988,3439666,4057322,,,,,,,,
15/5/2022,,,,,6668568,7496988,3439666,4057322,,,,,,,,
16/5/2022,,,,,6671108,7496988,3439666,4057322,,,,,,,,
17/5/2022,,,,,6673656,7496988,3439666,4057322,,,,,,,,
18/5/2022,,,,,6675939,7496988,3439666,4057322,,,,,,,,
19/5/2022,,,,,6678184,7496988,3439666,4057322,,,,,,,,
20/5/2022,,,,,6681120,7496988,3439666,4057322,,,,,,,,
21/5/2022,,,,,6683479,7496988,3439666,4057322,,,,,,,,
22/5/2022,,,,,6684730,7496988,3439666,4057322,,,,,,,,
23/5/2022,,,,,6687266,7496988,3439666,4057322,,,,,,,,
24/5/2022,,,,,6689326,7496988,3439666,4057322,,,,,,,,
25/5/2022,,,,,6691178,7496988,3439666,4057322,,,,,,,,
26/5/2022,,,,,6692880,7496988,3439666,4057322,,,,,,,,
27/5/2022,,,,,6695112,7496988,3439666,4057322,,,,,,,,
28/5/2022,,,,,6697075,7496988,3439666,4057322,,,,,,,,
29/5/2022,,,,,6698123,7496988,3439666,4057322,,,,,,,,
30/5/2022,,,,,6700078,7496988,3439666,4057322,,,,,,,,
31/5/2022,,,,,6701903,7496988,3439666,4057322,,,,,,,,
1/6/2022,,,,,6703872,7496988,3439666,4057322,,,,,,,,
2/6/2022,,,,,6706512,7496988,3439666,4057322,,,,,,,,
3/6/2022,,,,,6707927,7496988,3439666,4057322,,,,,,,,
4/6/2022,,,,,6710038,7496988,3439666,4057322,,,,,,,,
5/6/2022,,,,,6711161,7496988,3439666,4057322,,,,,,,,
6/6/2022,,,,,6712959,7496988,3439666,4057322,,,,,,,,
7/6/2022,,,,,6714315,7496988,3439666,4057322,,,,,,,,
8/6/2022,,,,,6715555,7496988,3439666,4057322,,,,,,,,
9/6/2022,,,,,6716777,7496988,3439666,4057322,,,,,,,,
10/6/2022,,,,,6718993,7496988,3439666,4057322,,,,,,,,
11/6/2022,,,,,6721138,7496988,3439666,4057322,,,,,,,,
12/6/2022,,,,,6722068,7496988,3439666,4057322,,,,,,,,
13/6/2022,,,,,6723782,7496988,3439666,4057322,,,,,,,,
14/6/2022,,,,,6725187,7496988,3439666,4057322,,,,,,,,
15/6/2022,,,,,6726544,7496988,3439666,4057322,,,,,,,,
16/6/2022,,,,,6728077,7496988,3439666,4057322,,,,,,,,
17/6/2022,,,,,6730046,7496988,3439666,4057322,,,,,,,,
18/6/2022,,,,,6731762,7496988,3439666,4057322,,,,,,,,
19/6/2022,,,,,6732431,7496988,3439666,4057322,,,,,,,,
20/6/2022,,,,,6733888,7496988,3439666,4057322,,,,,,,,
21/6/2022,,,,,6734996,7496988,3439666,4057322,,,,,,,,
22/6/2022,,,,,6735922,7496988,3439666,4057322,,,,,,,,
23/6/2022,,,,,6737090,7496988,3439666,4057322,,,,,,,,
24/6/2022,,,,,6738441,7496988,3439666,4057322,,,,,,,,
25/6/2022,,,,,6739797,7496988,3439666,4057322,,,,,,,,
26/6/2022,,,,,6740309,7496988,3439666,4057322,,,,,,,,
27/6/2022,,,,,6741275,7496988,3439666,4057322,,,,,,,,
28/6/2022,,,,,6742200,7496988,3439666,4057322,,,,,,,,
29/6/2022,,,,,6742995,7496988,3439666,4057322,,,,,,,,
30/6/2022,,,,,6744386,7496988,3439666,4057322,,,,,,,,
1/7/2022,,,,,6744918,7496988,3439666,4057322,,,,,,,,
2/7/2022,,,,,6744930,7496988,3439666,4057322,,,,,,,,
3/7/2022,,,,,6745466,7496988,3439666,4057322,,,,,,,,
4/7/2022,,,,,6746461,7496988,3439666,4057322,,,,,,,,
5/7/2022,,,,,6747248,7496988,3439666,4057322,,,,,,,,
6/7/2022,,,,,6748001,7496988,3439666,4057322,,,,,,,,
7/7/2022,,,,,6748774,7496988,3439666,4057322,,,,,,,,
8/7/2022,,,,,6750129,7496988,3439666,4057322,,,,,,,,
9/7/2022,,,,,6751248,7496988,3439666,4057322,,,,,,,,
10/7/2022,,,,,6751652,7496988,3439666,4057322,,,,,,,,
11/7/2022,,,,,6752591,7496988,3439666,4057322,,,,,,,,
12/7/2022,,,,,6753301,7496988,3439666,4057322,,,,,,,,
13/7/2022,,,,,6754024,7496988,3439666,4057322,,,,,,,,
14/7/2022,,,,,6754784,7496988,3439666,4057322,,,,,,,,
15/7/2022,,,,,6755995,7496988,3439666,4057322,,,,,,,,
16/7/2022,,,,,6757161,7496988,3439666,4057322,,,,,,,,
17/7/2022,,,,,6757595,7496988,3439666,4057322,,,,,,,,
18/7/2022,,,,,6758407,7496988,3439666,4057322,,,,,,,,
19/7/2022,,,,,6759182,7496988,3439666,4057322,,,,,,,,
20/7/2022,,,,,6759864,7496988,3439666,4057322,,,,,,,,
21/7/2022,,,,,6760529,7496988,3439666,4057322,,,,,,,,
22/7/2022,,,,,6761671,7496988,3439666,4057322,,,,,,,,
23/7/2022,,,,,6762544,7496988,3439666,4057322,,,,,,,,
24/7/2022,,,,,6762926,7496988,3439666,4057322,,,,,,,,
25/7/2022,,,,,6763664,7496988,3439666,4057322,,,,,,,,
26/7/2022,,,,,6764354,7496988,3439666,4057322,,,,,,,,
27/7/2022,,,,,6765036,7496988,3439666,4057322,,,,,,,,
28/7/2022,,,,,6765760,7496988,3439666,4057322,,,,,,,,
29/7/2022,,,,,6766770,7496988,3439666,4057322,,,,,,,,
30/7/2022,,,,,6767626,7496988,3439666,4057322,,,,,,,,
31/7/2022,,,,,6767998,7496988,3439666,4057322,,,,,,,,
1/8/2022,,,,,6768811,7496988,3439666,4057322,,,,,,,,
2/8/2022,,,,,6769578,7496988,3439666,4057322,,,,,,,,
3/8/2022,,,,,6770300,7496988,3439666,4057322,,,,,,,,
4/8/2022,,,,,6771252,7496988,3439666,4057322,,,,,,,,
5/8/2022,,,,,6772657,7496988,3439666,4057322,,,,,,,,
6/8/2022,,,,,6774193,7496988,3439666,4057322,,,,,,,,
7/8/2022,,,,,6775007,7496988,3439666,4057322,,,,,,,,
8/8/2022,,,,,6776342,7496988,3439666,4057322,,,,,,,,
9/8/2022,,,,,6777413,7496988,3439666,4057322,,,,,,,,
10/8/2022,,,,,6778332,7496988,3439666,4057322,,,,,,,,
11/8/2022,,,,,6779343,7496988,3439666,4057322,,,,,,,,
12/8/2022,,,,,6780766,7496988,3439666,4057322,,,,,,,,
13/8/2022,,,,,6782370,7496988,3439666,4057322,,,,,,,,
14/8/2022,,,,,6783378,7496988,3439666,4057322,,,,,,,,
15/8/2022,,,,,6785220,7496988,3439666,4057322,,,,,,,,
16/8/2022,,,,,6787404,7496988,3439666,4057322,,,,,,,,
17/8/2022,,,,,6789135,7496988,3439666,4057322,,,,,,,,
18/8/2022,,,,,6791009,7496988,3439666,4057322,,,,,,,,
19/8/2022,,,,,6793080,7496988,3439666,4057322,,,,,,,,
20/8/2022,,,,,6795342,7496988,3439666,4057322,,,,,,,,
21/8/2022,,,,,6796707,7496988,3439666,4057322,,,,,,,,
22/8/2022,,,,,6798709,7496988,3439666,4057322,,,,,,,,
23/8/2022,,,,,6800496,7496988,3439666,4057322,,,,,,,,
24/8/2022,,,,,6802142,7496988,3439666,4057322,,,,,,,,
25/8/2022,,,,,6803063,7496988,3439666,4057322,,,,,,,,
26/8/2022,,,,,6805169,7496988,3439666,4057322,,,,,,,,
27/8/2022,,,,,6807577,7496988,3439666,4057322,,,,,,,,
28/8/2022,,,,,6808999,7496988,3439666,4057322,,,,,,,,
29/8/2022,,,,,6811276,7496988,3439666,4057322,,,,,,,,
30/8/2022,,,,,6813386,7496988,3439666,4057322,,,,,,,,
31/8/2022,,,,,6815024,7496988,3439666,4057322,,,,,,,,
1/9/2022,,,,,6816723,7496988,3439666,4057322,,,,,,,,
2/9/2022,,,,,6819255,7496988,3439666,4057322,,,,,,,,
3/9/2022,,,,,6822005,7496988,3439666,4057322,,,,,,,,
4/9/2022,,,,,6823212,7496988,3439666,4057322,,,,,,,,
5/9/2022,,,,,6824994,7496988,3439666,4057322,,,,,,,,
6/9/2022,,,,,6826715,7496988,3439666,4057322,,,,,,,,
7/9/2022,,,,,6828285,7496988,3439666,4057322,,,,,,,,
8/9/2022,,,,,6830104,7496988,3439666,4057322,,,,,,,,
9/9/2022,,,,,6833049,7496988,3439666,4057322,,,,,,,,
10/9/2022,,,,,6835722,7496988,3439666,4057322,,,,,,,,
11/9/2022,,,,,6837496,7496988,3439666,4057322,,,,,,,,
12/9/2022,,,,,,7496988,3439666,4057322,,,,,,,,
13/9/2022,,,,,,7496988,3439666,4057322,,,,,,,,
14/9/2022,,,,,,7496988,3439666,4057322,,,,,,,,
15/9/2022,,,,,,7496988,3439666,4057322,,,,,,,,
16/9/2022,,,,,,7496988,3439666,4057322,,,,,,,,
17/9/2022,,,,,,7496988,3439666,4057322,,,,,,,,
